genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Rufibacter glacialis,1259555,MDT1-10-3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,,49,,JX949546,57.5,4
Colwellia arctica,1520782,435,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,38.7,,KM108776,52.1,4
Roseomonas arctica,1509237,M6-79,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,71.2,,KJ647399,58.2,4
Frigidibacter albus,1465486,SP32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Frigidibacter,,67.6,,KF944301,54.9,4
Paenisporosarcina macmurdoensis,212659,CMS 21w,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,,44,,AJ514408,53.7,4
Lentisphaera araneosa,256847,HTCC2155,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,,48.3,,AY390428,51.5,4
Flavobacterium lacus,1353778,NP180,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.9,,KC969641,50.6,4
Deinococcus marmoris,249408,AA-63,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,62.1,,AJ585986,56.5,4
Pseudoalteromonas arctica,394751,A 37-1-2,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_000238395.4,39.2,4.7,DQ787199,53,4
Paenibacillus arcticus,1682150,MME2_R6,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,44.2,,KP900012,54.1,4
Aurantivirga profunda,1658619,SAORIC-234 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aurantivirga,,34.8,,KR108284,50.6,4
Salinibacterium xinjiangense,386302,543,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,,63.5,,DQ515964,55.4,4
Vibrio tapetis,52443,B1090,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,GCA_900233005.1,43.7,5.7,Y08430,54.5,4
Flavobacterium ardleyense,2038737,A2-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34,,KX911209,49.8,4
Tundrisphaera lichenicola,2029860,P12,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Tundrisphaera,,61.7,,KX943553,61.5,4
Sinobacterium norvegicum,1641715,3CM4 ,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,,52.2,,HG004165,53.4,4
Lacinutrix himadriensis,641549,E4-9a,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,29,,FN377744,49.6,4
Lentisphaera profundi,1658616,SAORIC-696,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,,43.1,,KR108286,51.9,4
Sediminicola arcticus,1574308,PAMC 27266 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,,37.9,,KM576847,52.4,4
Psychroserpens jangbogonensis,1484460,PAMC 27130,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,,32.7,,KJ475160,49,4
Sulfurimonas gotlandica,1176482,GD1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,,33.6,,NR_121690,50.7,4
Pedobacter huanghensis,1303477,M1-27,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,43.9,,KC569794,51.9,4
Reinekea forsetii,1336806,Hel1_31_D35,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,GCA_002795845.1,53,3.7,CP011797,53.7,4
Photobacterium profundum,74109,DSJ4,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,GCA_000196255.1,41.7,6.4,D21226,53.8,4
Paraglaciecola psychrophila,326544,170,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,GCA_000347635.1,40.4,5.4,DQ007436,52.1,4
Rubritalea profundi,1658618,SAORIC-165,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,50.7,,KR108285,51.6,4
Maribacter antarcticus,505250,CL-AP4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,37.1,,EU512921,51.7,4
Psychromonas kaikoae,145373,JT7304,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,43.8,,AB052160,52.1,4
Lacinutrix jangbogonensis,1469557,PAMC 27137,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,32.1,,KF977035,49.5,4
Bacillus megaterium,1404,ATCC 14581,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_000832985.1,37.9,5.7,D16273,53.6,3
Friedmanniella lacustris,88568,EL-17A,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,,73,,AJ132943,58,3
Nocardioides aquaticus,160826,EL-17K,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,69,,X94145,58.5,3
Antarctobacter heliothermus,74033,EL-219,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,GCA_002237555.1,61.5,5.3,Y11552,55.4,3
Raineyella antarctica,1577474,LZ-22,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Raineyella,,70.2,,KM406782,57.8,3
Desulfovibrio aerotolerans,295255,DvO5,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,57.2,,AY746987,57.5,3
Delftia lacustris,558537,332,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,,65.3,,EU888308,54.7,3
Gaetbulibacter marinus,414289,IMCC1914,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter,,38.1,,EF108219,49.4,3
Lutimonas vermicola,414288,IMCC1616,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,40.1,,EF108218,50.4,3
Pseudarthrobacter chlorophenolicus,85085,A6,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,GCA_000022025.1,66,5,AF102267,56.8,3
Sanguibacter gelidistatuariae,1814289,ISLP-3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,,69.5,,KM406784,56.4,3
Roseisalinus antarcticus,254357,EL-88,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseisalinus,,67,,AJ605747,55.3,3
Sulfitobacter brevis,74348,EL-162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,58,,Y16425,53.9,3
Exiguobacterium soli,309483,DVS 3Y,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,,48.5,,AY864633,55.3,3
Flavobacterium swingsii,498292,WB 2.3-68,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.3,,AM934651,50.9,3
Williamwhitmania taraxaci,1640674,A7P-90m,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Williamwhitmania,,42.6,,KR072685,58.8,3
Ulvibacter antarcticus,442714,IMCC3101,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,37,,EF554364,50.5,3
Allohahella antarctica,437503,IMCC3113,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Allohahella,,56.4,,EF495227,54.6,3
Lewinella antarctica,442734,IMCC3223,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,,50.3,,EF554367,52.6,3
Robiginitomaculum antarcticum,437507,IMCC3195,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Robiginitomaculum,,60.3,,EF495229,52.4,3
Granulosicoccus antarcticus,437505,IMCC3135,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,GCA_002215215.1,52.9,7.8,EF495228,53.3,3
Chryseobacterium marinum,442733,IMCC3228,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,35,,EF554366,50.1,3
Thiomicrorhabdus hydrogenophila,1572581,MAS2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrorhabdus,,39.6,,LC010781,50.3,2
Halomonas hydrothermalis,115561,Slthf2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GCA_002442575.1,60.2,3.9,AF212218,55.8,2
Lysobacter antibioticus,84531,UASM 3C,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,GCA_001442535.1,66.8,5.8,AB019582,55.3,2
Cellulophaga lytica,979,ATCC 23178,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,GCA_000190595.1,32.1,3.8,M62796,48,2
Flavobacterium subsaxonicum,426226,WB 4.1-42,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,43.3,,AM934666,52,2
Proteocatella sphenisci,181070,PPP2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella,,39.5,,AF450134,53.6,2
Halomonas lutescens,1602943,Q1U,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,61.5,,KP259554,55.5,2
Microbacterium marinum,421115,H101,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,67.3,,HQ622524,56.1,2
Methylovulum psychrotolerans,1704499,Sph1,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,GCA_002209385.1,50.9,4.9,KT381578,55.1,2
Spirosoma soli,1770529,MIMBbqt12,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,49.5,,KT347096,56.3,2
Hymenobacter terrenus,1629124,MIMtkLc17,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,57.8,,KT359597,56.8,2
Pseudomonas leptonychotis,2448482,P5773,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,58.8,,RFLV01000010,53.3,2
Massilia yuzhufengensis,1164594,Y1243-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,65.7,,JQ409016,53.4,2
Mucilaginibacter gracilis,423350,TPT18,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,42.4,,AM490402,51.8,2
Pseudomonas carnis,2487355,B4-1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,59.8,,KX186936,53.5,2
Methylocapsa aurea,663610,KYG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,,61.4,,FN433469,55.1,2
Pseudomonas bubulae,2316085,TH39,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,58.2,,KX186949,53,2
Flavobacterium daemonense,1393049,THG-DJ7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,32.6,,KF532125,53.4,2
Granulicella rosea,474952,TPO1014,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,,58.3,,AM887759,54.5,2
Granulicella paludicola,474951,OB1010,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,,57.4,,AM887758,53.9,2
Granulicella pectinivorans,474950,TPB6011,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,,59.1,,AM887757,54.6,2
Granulicella aggregans,474949,TPB6028?,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,,59.3,,AM887756,54.3,2
Pedobacter nyackensis,475255,NWG-II14,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,36.1,,EU030686,50.9,2
Pseudoalteromonas denitrificans,43656,Nygaard 1977,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,37.1,,X82138,52.7,2
Pedobacter antarcticus,34086,4BY,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,39.8,,HM448033,50.4,2
Psychrobacter adeliensis,219742,SJ 14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,45,,AJ539105,52.5,2
Psychrobacter salsus,219741,DD48,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,44,,AJ539104,52.3,2
Planococcus antarcticus,161360,CMS26or,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,GCA_001687565.2,43.1,3.8,AJ314745,56.3,2
Gramella forsetii,411153,KT0803,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,GCA_000060345.1,36.6,3.8,AF235117,50.8,2
Acidisoma sibiricum,512383,TPB606,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,,60.9,,AM947653,56.3,2
Psychromonas agarivorans,493381,J42-3A ,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,42,,AB374544,51.9,2
Psychromonas heitensis,479650,AK15-027,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,38,,AB365352,52.4,2
Shewanella olleyana,135626,ACEM 9,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,,,AF295592,53.1,2
Acidisoma tundrae,512382,WM1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,,61.9,,AM947652,56.7,2
Ottowia thiooxydans,219182,K11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,,59,,AJ537466,55.2,2
Bizionia argentinensis,456455,JUB59,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,34,,EU021217,49.4,2
Subtercola boreus,120213,K300,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Subtercola,,68,,AF224722,54.3,2
Flavobacterium frigidimaris,262320,KUC-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.5,,AB183888,50.1,2
Clostridium gasigenes,94869,DB1A,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,28.9,,AF092548,52.7,2
Frigoribacterium faeni,145483,801,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,,,,Y18807,56.2,2
Shewanella kaireitica,212021,c959,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,40,,AB094597,53.4,2
Clostridium vincentii,52704,lac-1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,33,,X97432,53.4,2
Flavobacterium xueshanense,935223,Sr22,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37.2,,HQ436466,51.4,2
Psychromonas antarctica,67573,star-1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,42.8,,Y14697,52.2,2
Flavobacterium urumqiense,935224,Sr25,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.1,,HQ436467,50.8,2
Profundimonas piezophila,907462,YC-1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Profundimonas,,44.6,,HQ230045,52.7,2
Moritella abyssi,111292,2693,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,,41.6,,AJ252022,52.8,2
Psychromonas profunda,174037,2825,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,,38.1,,AJ416756,52,2
Moritella profunda,111291,2674,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,,41.4,,AJ252023,52.9,2
Aliidiomarina shirensis,1048642,AIS,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina,,45.8,,JF922381,52.5,1
Abditibacterium utsteinense,1960156,LMG 29911,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abitibacteriaceae,Abditibacterium,,54.3,,KY386500,54,1
Lactobacillus ixorae,1750535,Ru20-1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,47.8,,LC094494,51.7,1
Pedobacter suwonensis,332999,15-52,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,44.2,,DQ097274,52.2,1
Chryseobacterium greenlandense,345663,UMB34,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,40.6,,FJ932652,50.1,1
Agromyces bauzanensis,1308924,BZ41,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,,69.7,,FJ972171,57.5,1
Candidimonas bauzanensis,658167,BZ59,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,,61.6,,GQ246953,54.5,1
Herminiimonas glaciei,523788,UMB49,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,,59,,EU489741,53.6,1
Acetobacterium fimetarium,52691,Z-4290,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,45.8,,X96959,52.8,1
Leifsonia flava,2561933,SYP-B2174,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,68.7,,KY033218,56.1,1
Methanosarcina lacustris,170861,ZS,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,GCA_000970265.1,41.8,4.1,AF432127,56.6,1
Oceanihabitans sediminis,1812012,S9-10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,,34.2,,KU517448,49.5,1
Winogradskyella sediminis,1382466,S5-23-3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,36.1,,KF312887,49.2,1
Virgibacillus flavescens,1611422,S1-20,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,38.3,,KP197672,55,1
Sphingopyxis bauzanensis,651663,BZ30,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,64.4,,GQ131578,53.3,1
Pedobacter petrophilus,1908241,CCM 8687,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,38.8,,KX611481,51.3,1
Pedobacter mendelii,1908240,CCM 8685,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,35.5,,KX611477,50.8,1
Pedobacter lithocola,1908239,CCM 8691,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,35.6,,KX611475,50.9,1
Pedobacter jamesrossensis,1908238,CCM 8689,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,36.2,,KX611467,50.5,1
Acetobacterium tundrae,132932,Z-4493,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,39.2,,AJ297449,53.7,1
Acetobacterium paludosum,52693,Z-4092,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,41.7,,X96958,53.4,1
Acetobacterium bakii,52689,Z-4391,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,42.1,,X96960,53.1,1
Frondihabitans cladoniiphilus,715785,CafT13,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,,69,,FN666417,55.5,1
Dyadobacter psychrophilus,651661,BZ26,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,48.9,,GQ131577,53.3,1
Paeniglutamicibacter psychrophenolicus,257454,AG31,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,,,,AJ616763,57.5,1
Nocardioides alpinus,748909,?Cr7-14,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.9,,GU784866,58.1,1
Flavobacterium psychroterrae,2133767,CCM 8827,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,MH100901,50.3,1
Pedobacter cryoconitis,188932,A37,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,GCA_001590605.1,38.8,6,AJ438170,50.6,1
Pedobacter ruber,990371,W1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,39,,HQ882803,50.8,1
Arthrobacter cryoconiti,748907,Cr6-08,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,57.3,,GU784867,55.8,1
Arthrobacter alpinus,656366,S6-3 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,GCA_001445575.1,60.6,4.3,GQ227413,55.9,1
Tistrella bauzanensis,657419,BZ78,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,,65.8,,GQ240228,56.5,1
Deinococcus frigens,249403,AA-692,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,63.4,,AJ585981,56.9,1
Luteimonas terricola,645597,BZ92r,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,72,,FJ948107,55.9,1
Polaromonas cryoconiti,866565,Cr4-35,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,60.7,,HM583567,54.1,1
Hymenobacter psychrophilus,651662,BZ33r,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,61.6,,GQ131579,54.1,1
Aliivibrio salmonicida,40269,HI 7751,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,GCA_000196495.1,38.9,4.7,NR_044844,52.6,1
Methylobacter psychrophilus,96941,Z-0021,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,,45.6,,AF152597,53.6,1
Methanosarcina spelaei,1036679,MC-15,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,39,,JF812257,56.6,0
Methanosarcina soligelidi,1036677,SMA-21,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,40.9,,JF812255,56.6,0
Arcobacter pacificus,1080223,SW028,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,GCA_004214795.1,28,2.7,JN118552,48.4,0
Chromohalobacter sarecensis,245294,LV4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,,56.1,,AY373448,57.5,0
Halomonas boliviensis,223527,LC1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,52.6,,AY245449,55.8,0
Methanobacterium movilense,1036678,MC-20,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,33,,JF812256,56.1,0
Mongoliitalea lutea,849756,MIM18,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Mongoliitalea,,40.5,,HM140980,53.1,0
Planococcus halotolerans,2233542,SCU63,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,,44.6,,MH266202,56.3,0
Carnobacterium maltaromaticum,2751,ATCC 27865,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,GCA_000317975.2,34.5,3.7,M58825,52,0
Albimonas pacifica,1114924,P-50-3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,,69,,JN837486,57.5,0
Mycetocola zhadangensis,1164595,ZD1-4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,,63.8,,JQ409017,55.9,0
Hafnia psychrotolerans,1477018,DJC1-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,,53.9,,KJ023821,54.5,0
Conyzicola nivalis,1477021,ZD5-4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Conyzicola,,67.2,,KJ095109,55.3,0
Pseudomonas marginalis,298,"ATCC 10844,",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,60,,Z76663,53.9,0
Salinisphaera aquimarina,2094031,CCMM005,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,65.3,,KY060012,54.3,0
Psychrobacter piechaudii,1945521,1232,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,42.3,,KY292375,52.8,0
Psychrobacter pasteurii,1945520,A1019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,42.7,,KY292376,53.4,0
Aeromonas eucrenophila,649,ATCC 23309,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,61.2,,X74675,55.5,0
