genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Haloarchaeobius iranensis,996166,EB21,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,,67.7,,JF293278,57.4,25
Haloferax gibbonsii,35746,Ma 2.38,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,GCA_001190965.1,66.2,3.9,D13378,56.2,25
Salinirussus salinus,1198300,YGH44,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirussus,,69,,JQ937358,59.5,25
Halorubrum kocurii,478441,BG-1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,69.4,,AM900832,58.4,25
Bacillus acidiproducens,1121084,SL213,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,46.1,,EF379274,54.7,25
Actinokineospora soli,1048753,YIM 75948,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,,73.8,,JN005785,59.4,25
Kurthia massiliensis,1033739,JC30,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,,39.3,,NR_118218,53.1,25
Tepidamorphus gemmatus,747076,CB-27A,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Tepidamorphus,,66.9,,GU187912,58.1,25
Halarchaeum solikamskense,1073081,RS94,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,,66.4,,JN227878,57.5,25
Haloferax larsenii,302484,ZJ206,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,62.2,,AY838278,57.2,25
Lutaonella thermophila,488549,CC-MHSW-2 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutaonella,,39.7,,EU287913,50.5,25
Muricauda lutaonensis,516051,CC-HSB-11 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,GCA_000963865.1,45,3.3,EU564844,57.4,25
Jhaorihella thermophila,488547,CC-MHSW-1 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jhaorihella,,64.7,,EU287912,57.6,25
Alkalibacillus halophilus,368977,YIM 012,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,,39,,DQ377742,53.8,25
Halogeometricum rufum,553469,RO1-4,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,,64.9,,EU887286,57.3,25
Haladaptatus litoreus,553468,RO1-28,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,,54,,EU887285,56.9,25
Gracilibacter thermotolerans,342666,JW/YJL-S1,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter,,42.8,,DQ117465,52,25
Silanimonas lenta,265429,4墩25휑,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,,50.7,,AY557615,57,25
Hydrotalea sandarakina,1004304,AF-51,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Hydrotalea,,35.2,,JF739858,50.9,25
Halorubrum aidingense,368623,31-hong,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,64.2,,DQ355813,57.6,25
Kroppenstedtia eburnea,714067,JFMB-ATE,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Kroppenstedtia,,54.6,,FN665656,58.7,25
Halovarius luteus,1586232,DA50,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovarius,,62.3,,KM596804,59.1,25
Natronorubrum aibiense,348826,44015,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,GCA_009392895.1,61.3,4.3,DQ205516,57.6,25
Amycolatopsis deserti,185696,GY024,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,,,NR_146833,58.9,25
Marinobacter lutaoensis,135739,T5054,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,63.5,,AF288157,56,25
Halorubrum salsamenti,2583990,Y69,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,65.1,,KX376706,57.7,25
Haloparvum sedimenti,1678448,DYS4,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Haloparvum,,68.2,,KP202830,58.2,25
Halovenus rubra,869890,R28,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,,56.3,,HM159605,58.3,25
Halobaculum roseum,2175149,D90,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobaculum,,65.9,,KX376700,58.9,25
Halosimplex litoreum,1198301,YGH94,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,,64,,JQ937362,59,25
Halopenitus persicus,1048396,DC30,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halopenitus,GCA_002355635.1,66,3.1,JF979130,58.8,25
Halovenus aranensis,890420,EB27,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,,61,,HQ197980,57.1,25
Halohasta litorea,869891,R30,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halohasta,,62.4,,HM159607,56.9,25
Haloarcula hispanica,51589,Y27,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,GCA_000223905.1,62.5,3.9,U68541,55.8,25
Bifidobacterium avesanii,1798157,TRE C ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,65.9,,KU051446,61.2,25
Bifidobacterium aerophilum,1798155,TRE 17 ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,63.3,,KU051444,59.2,25
Desmospora profundinema,1571184,SCSIO 11154 ,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Desmospora,,51.8,,KM368342,58.8,25
Sporanaerobacter acetigenes,165813,Lup 33,Bacteria,Firmicutes,Tissierellia,Tissierellales,,Sporanaerobacter,,32.2,,AF358114,53.4,25
Halorubrum depositum,2583992,Y78,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,66.6,,KX376712,58.1,25
Halonotius roseus,2511997,F9-27,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,,62.7,,MK478811,57.2,25
Halonotius terrestris,2487750,F15B,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,,61.9,,MH465135,57.2,25
Haloprofundus halophilus,2283527,NK23,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloprofundus,,65.3,,KM453697,57,25
Halegenticoccus soli,1985678,SYSUA9-0,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halegenticoccus,,66.9,,KX752787,59.3,25
Haloplanus salinarum,1912324,SP28,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,,66.2,,KX151776,58.9,25
Saliphagus infecundisoli,1849069,YIM 93745,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,,64.6,,KY419833,58.7,25
Halobellus ramosii,1379040,S2FP14,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,,61.4,,JQ910929,58.1,25
Salinirubellus salinus,1364945,ZS-35-S2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,Salinirubellus,,67,,KC918829,59.8,25
Salinigranum salinum,1364937,YJ-50-S2,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,,65.2,,KC918822,59,25
Haloarchaeobius salinus,1198298,YC82,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,,63.7,,JQ937361,58.1,25
Haloarchaeobius amylolyticus,1198296,XD48,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,,65.3,,JQ937359,56.8,25
Halorussus amylolyticus,1126242,YC93,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorussus,,64.6,,JQ237117,58.4,25
Halorientalis brevis,1126241,YC89,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,,61.3,,JQ237120,59.1,25
Halorussus ruber,1126238,YC25,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorussus,,63.3,,JQ237116,58.8,25
Haloplanus litoreus,767515,GX21 ,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,,65.8,,HM063950,58.3,25
Natronoarchaeum rubrum,755311,GX48,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum,,66.2,,JF421970,59.2,25
Halobellus litoreus,755310,GX31,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,,66.8,,GU951426,57.1,25
Halorubellus salinus,755309,GX3,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorubellus,,67.3,,GU951429,57.7,25
Halorubellus litoreus,755308,GX26,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorubellus,,67.2,,GU951430,58.1,25
Haloarchaeobius litoreus,755306,GX1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarchaeobius,,67.7,,GU951427,57.4,25
Halolamina pelagica,699431,TBN21,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,,64.8,,GU208826,58.6,25
Halobellus clavatus,660517,TNN18,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,,61.9,,NR_117278,58.1,25
Halorussus rarus,660515,TBN4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorussus,,66.1,,GQ282618,58.3,25
Natronorubrum sediminis,640943,CG-6,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,,62.5,,FN376859,58.2,25
Haloterrigena salina,504937,XH-65,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,,67,,AM942763,58,25
Halorubrum ejinorense,425309,EJ-32,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,64,,AM491830,57.7,25
Natrinema ejinorense,373386,EJ-57,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,,64.7,,AM231733,57.5,25
Halostagnicola larsenii,353800,XH-48,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halostagnicola,GCA_000517625.1,60.9,4.1,AM117571,57.8,25
Methanobacterium beijingense,242129,44045,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,38.9,,AY350742,55.4,25
Gordonibacter faecihominis,1432309,CAT-2,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,,68.4,,KF785806,62.3,25
Kurthia senegalensis,1033740,JC8E,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,,38.2,,JF824796,53.1,25
Salinivenus lutea,890426,DGO,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinivenus,,65.6,,HQ197983,57.1,25
Salinivenus iranica,890425,CB7,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinivenus,,64.8,,HQ197982,57.2,25
Paenibacillus residui,629724,MC-246,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,49,,FN293173,55,25
Actinopolyspora xinjiangensis,405564,TRM 40136,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,,68.9,,GU479394,60.8,25
Levilinea saccharolytica,229921, KIBI-1,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,,,,AB109439,55.3,25
Leptolinea tardivitalis,229920,YMTK-2,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,,48.2,,AB109438,54.1,25
Ornithinibacillus heyuanensis,1392876,GIESS003(,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,,40.1,,KF317693,53.9,25
Fabivirga thermotolerans,1758176,A4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fabivirga,,40.3,,KT229616,52.8,25
Streptomyces salilacus,1813820,TRM 41337,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,75,,KU860456,59.8,25
Nocardiopsis akesuensis,1236269,TRM 46250,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,71.1,,KU860457,59.2,25
Methanolobus zinderi,536044,SD1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,42,,EU711413,55.6,25
Sulfurivermis fontis,1972068,JG42,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Sulfurivermis,GCA_004001245.1,64,3.2,LC225746,55.3,25
Salisaeta longa,503170,S4-4,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salisaeta,,62.9,,EU426570,55.4,25
Halorubrum trueperi,2004704,Y73,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,61.9,,KX376707,57.6,25
Halorubrum yunnanense,1526162,Q85,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,66.3,,KJ644187,57.8,25
Phenylobacterium terrae,2665495,YIM 730227,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,,68.2,,MG661736,56,25
Halopiger salifodinae,1202768,SH-6,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,,62.5,,JX014296,59,25
Halorubrum orientale,376415,EJ-52,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,64.2,,AM235786,58.3,25
Haladaptatus pallidirubidus,1008152,YIM93656,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,,57.4,,JF449425,57.7,25
Methanobacterium congolense,118062,CT,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,GCA_900095295.1,38.5,2.5,AF233586,56.2,25
Salinibacillus xinjiangensis,1229268,J4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salinibacillus,,36.2,,JX402080,55.3,25
Haloplanus aerogenes,660522,TBN37,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,GCA_003856835.1,65.7,3.5,GQ282625,57.8,25
Halanaerobium alcaliphilum,39651,GSLS,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,,31,,X81850,50,25
Halorubrum aquaticum,387340,EN-2,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,62.1,,AM268115,58.5,25
Natronococcus occultus,29288,SP4,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,GCA_000328685.1,64.6,4.3,Z28378,58.8,25
Methanobacterium bryantii,2161,PA,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,33.2,,M59124,53.9,25
Egibacter rhizosphaerae,1670831,EGI 80759,Bacteria,Actinobacteria,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,GCA_004322855.1,71.7,4.6,KR605111,60.4,25
Haloimpatiens lingqiaonensis,1380675,ZC-CMC3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Haloimpatiens,,30,,KC869664,53.5,25
Methanohalophilus portucalensis,39664,FDF-1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,,43.5,,AY290717,55.3,25
Caecibacterium sporoformans,915180,LMG 27730,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Caecibacterium,,32.5,,HQ452857,52.2,25
Phenylobacterium zucineum,284016,HLK1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,GCA_000017265.1,,4.4,AY628697,56.5,25
Mobilitalea sibirica,1462919,P3M-3 ,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mobilitalea,,33.4,,KF931641,52.7,25
Desulfovermiculus halophilus,339722,11墩6휑,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,,55.2,,DQ139408,57.5,25
Clostridium lundense,319475,R1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,31.2,,AY858804,53.1,25
Alkaliphilus namsaraevii,1454184,㎎-07-2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,,32.6,,KJ196388,54,25
Halanaerocella petrolearia,644790,S200,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerocella,,32.7,,FJ931099,50.8,25
Syntrophomonas erecta,264446,GB4-38,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,,69,,AY536889,54.9,25
Rhodoplanes azumiensis,1897628,TUT3581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,70.4,,LC178580,57.8,25
Bifidobacterium myosotis,1630166,MRM_5.9 ,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,65.1,,KP718941,59.5,25
Rhodoplanes tepidamans,200616,TUT3520,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,68.9,,AB087718,58,25
Anaeromusa acidaminophila,81464,DKglu16,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeromusa,,48,,AF071415,54.4,25
Turicibacter sanguinis,154288,MOL361,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,36.9,,AF349724,53.3,25
Haloquadratum walsbyi,293091,C23,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,GCA_000237865.1,47.7,3.3,AY676200,56.8,25
Halonotius pteroides,268735,1.15.5,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halonotius,,58,,AY498641,56.9,25
Halosimplex rubrum,869889,R27,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,,64,,HM159603,58,25
Halosimplex pelagicum,869886,R2,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,,62.5,,HM159602,58.7,25
Natrinema soli,1930624,5墩3휑,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,,61.5,,KY381123,57.5,25
Methanobacterium aggregans,1615586,E09F.3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,39.1,,KP006499,56.3,25
Haladaptatus paucihalophilus,367189,DX253,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haladaptatus,,60.5,,DQ344973,57.1,25
Rhodoplanes tepidicaeni,1897629,TUT3542,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,67.7,,LC178581,57.9,25
Geosporobacter ferrireducens,1424294,IRF9,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Geosporobacter,GCA_001750685.1,38.6,5.8,KF601937,55.5,25
Fuchsiella alkaliacetigena,957042,Z-7100,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Fuchsiella,,32,,HQ828140,52.2,25
Alteribacillus persepolensis,568899,HS136,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alteribacillus,,37.1,,FM244839,55.8,25
Halorubrum pallidum,1526114,PJ61,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,65.1,,KJ644242,57.3,25
Methanocalculus halotolerans,71152,SEBR 4845,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocalculaceae,Methanocalculus,,43,,AF033672,55.8,25
Cellulosilyticum lentocellum,29360,RHM5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,GCA_000178835.2,34.3,4.7,X71851,52.1,25
Haloferax massiliensis,1476858,Arc-Hr,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,65.4,,HG964472,57.2,25
Natronobacterium texcoconense,1095778,B23,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,,62.5,,JN571120,58.9,25
Natronorubrum texcoconense,1095776,B4,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,,63.3,,HQ456225,57.7,25
Methanomassiliicoccus luminyensis,1080712,B10,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,,59.9,,HQ896499,55.4,25
Halobellus salinus,931585,CSW2.24.4,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,,67,,HQ451075,58.8,25
Haloplanus ruber,869892,R35 ,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,,66,,HM159597,58.2,25
Methanobacterium alcaliphilum,392018,WeN4,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,57,,DQ649335,55.1,25
Halovivax ruber,387341,XH-70,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,GCA_000328525.1,64.3,3.2,AM269467,58.7,25
Halovivax asiaticus,332953,EJ-46,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halovivax,,60.3,,AM039978,58.8,25
Salibacterium halotolerans,1884432,S7,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,,,,LN812017,57.1,25
Metakosakonia massiliensis,1485952,?JC163,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Metakosakonia,,55.1,,JN657217,55.4,25
Glycomyces xinjiangensis,1934410,XHU 5301,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,72.5,,KY368645,59,25
Wenzhouxiangella sediminis,1792836,XDB06,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,,65,,KU645983,54.6,25
Paenibacillus mobilis,1715729,S8,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.1,,KX636168,55.7,25
Leucobacter massiliensis,1686285,122RC15,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,70.3,,LN849775,56.4,25
Sellimonas intestinalis,1653434,BR72,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,,45.3,,KP966092,54.1,25
Dermabacter vaginalis,1630135,AD1-86,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,GCA_001678905.1,62.6,2.4,KP903369,56.7,25
Mycolicibacterium malmesburyense,1566886,WCM 7299,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,67.4,,KJ873241,58.6,25
Gracilibacillus massiliensis,1564956,Awa-1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,,36.1,,LN626645,55,25
Desulfovibrio biadhensis,1537568,Khaled BD4 ,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,54.6,,LM999902,57.2,25
Tessaracoccus massiliensis,1522311,SIT-7,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,,67.8,,LK985394,56.4,25
Actinomyces succiniciruminis,1522002,Am4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,69.8,,LN680002,59.8,25
Bacillus rubiinfantis,1499680,mt2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,40,,LK021113,54.6,25
Haemophilus massiliensis,1461579,FF7,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,,46,,HG931334,53.3,25
Alistipes ihumii,1470347,AP11,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,57.9,,JX101692,53.4,25
Bacillus massilioanorexius,1468413,AP8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,34.1,,JX101689,54.4,25
Bacillus salitolerans,1437434,KC1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39,,KF751884,54.5,25
Bacillus massiliogorillae,1243664,G2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,35,,JX650055,53.9,25
Nosocomiicoccus massiliensis,1232430,NP2,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,,36.4,,JX424771,52.3,25
Nesterenkonia massiliensis,1232429,NP1,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,,62.5,,JX424770,57.2,25
Salinifilum aidingensis,1224632,TRM 46074,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Salinifilum,,70.9,,JX193858,60.3,25
Corynebacterium humireducens,1223514,MFC-5,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,GCA_000819445.1,68.6,2.7,GQ421281,57.5,25
Peptostreptococcus canis,1159213,CCUG 57081,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,,30.8,,HE687281,51.8,25
Texcoconibacillus texcoconensis,1095777,13CC,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Texcoconibacillus,,37.5,,JN571119,54.1,25
Tenuibacillus halotolerans,1035043,YIM 94025,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Tenuibacillus,,38.5,,JQ995150,55.6,25
Paenibacillus marinisediminis,1031539,LHW35,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,45,,JF748731,55.3,25
Fodinibius salinus,860790, YIM D17,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Fodinibius,,43,,HM153810,56.8,25
