genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Photobacterium gaetbulicola,1295392,Gung47,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,GCA_000940995.1,49.7,5.9,GQ260188,54.6,10
Paenibacillus endophyticus,1294268,PECAE04,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,52.9,,KC447384,54.3,10
Parvularcula oceani,1247963,JLT2013,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,,66.3,,JX845635,55.7,10
Flavobacterium aquaticum,1236486,JC164,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,39.6,,HE995762,50.9,10
Rhodomicrobium udaipurense,1202716,JA643,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,,64.2,,FN995218,55.2,10
Roseovarius litoreus,1155722,GSW-M15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,62.9,,JQ390520,55.4,10
Sphingomonas spermidinifaciens,1141889,9NM-10?,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,68.7,,JQ608324,54.7,10
Paenibacillus brassicae,1126832,112,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,55.4,,JN408294,55.8,10
Marivita geojedonensis,1123756,DPG-138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,,59.9,,JN885198,55.3,10
Halomonas socia,1081866,NY-011,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,62.7,,JF766572,56.5,10
Nocardioides lianchengensis,1045774,D94-1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.8,,HQ657322,58,10
Marivita hallyeonensis,996342,DPG-28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,,65.1,,JF260872,55.5,10
Algoriphagus namhaensis,915353,DPG-3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,44.8,,HQ401024,52.6,10
Kangiella geojedonensis,914150,YCS-5,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,GCA_000981765.1,43.8,2.5,HQ340606,52.4,10
Arthrobacter nitrophenolicus,683150, SJCon,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,,,GQ927310,57.6,10
Maritalea porphyrae,880732,LCM-3 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Maritalea,,49.6,,AB583774,53.9,10
Snuella lapsa,870481,JC2132(,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Snuella,,35,,HM475133,51.5,10
Bacillus gottheilii,859144,WCC 4585,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,38.7,,FN995266,55,10
Bacillus kochii,859143,WCC 4582,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_002276165.1,36.8,4.7,FN995265,53.5,10
Paenibacillus sacheonensis,742054,SY01,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,56.1,,GU124597,55,10
Methylomonas koyamae,702114,Fw12E-Y,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,GCA_002441955.1,56.2,5.1,AB538964,52.9,10
Microbacterium suwonense,683047,M1T8B9,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,69.6,,GQ246683,56,10
Alishewanella tabrizica,671278,RCRI4,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,,45.3,,GQ505294,53.7,10
Marmoricola pocheonensis,661485,Gsoil 818,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,,70,,GQ339906,57.7,10
Shewanella upenei,658447,20-23R,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,53.9,,GQ260190,54.4,10
Paracoccus fistulariae,658446,5墩22휑,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,63.6,,GQ260189,55.1,10
Altererythrobacter aestuarii,650004,KYW147,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,67.2,,FJ997597,54,10
Roseivivax lentus,633194,S5-5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,,68.2,,FJ875966,55.5,10
Lysinibacillus xylanilyticus,582475,XDB9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,,37.2,,FJ477040,53.3,10
Arenibacter nanhaiticus,558155,NH36A,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,,38.9,,EU999955,53.1,10
Roseomonas oryzicola,535904,YC6724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,70.5,,EU707562,58.2,10
Aquitalea denitrificans,519081,5YN1-3,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,,64,,EU594330,54.8,10
Rhizobium petrolearium,515361,SL-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,62.2,,NR_116357,55.8,10
Flectobacillus roseus,502259,GFA-11,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,,39.7,,EU420062,50.5,10
Halomonas tabrizica,490900,TBZ21,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,63.3,,EU305728,56.6,10
Acinetobacter soli,487316,B1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,GCA_001953195.1,42.8,3.6,EU290155,52.7,10
Nitratireductor kimnyeongensis,430679, KY 101,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,,60.4,,AM498744,55.9,10
Cohnella yongneupensis,425006,5YN10-14?,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,58.8,,EF368008,56,10
Cohnella ginsengisoli,425004,GR21-5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,61.3,,EF368010,56.6,10
Microbulbifer epialgicus,393907,F-104 ,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,,49,,AB266054,54.7,10
Simplicispira limi,370980,EMB325,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,,63.3,,DQ372987,54.2,10
Paenibacillus sonchi,373687,X19-5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,46.8,,NR_115751,55.9,10
Isoptericola dokdonensis,372663,DS-3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,GCA_001636295.1,73.8,3.8,DQ387860,58.8,10
Sinomonas albida,369942,LC13,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Sinomonas,,70.8,,AB248533,59.8,10
Sinomonas echigonensis,369940,LC10,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Sinomonas,,71.8,,AB248531,59.3,10
Pseudarthrobacter niigatensis,369935,LC13,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,,70.8,,AB248526,56.8,10
Paenibacillus forsythiae,365616,T98,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,50.4,,DQ338443,55.5,10
Variovorax dokdonensis,344883,DS-43,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,66,,DQ178978,55.4,10
Roseovarius nubinhibens,314263,ISM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,66,,AF098495,54.6,10
Isoptericola hypogeus,300179,HKI 0342,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,,73.8,,AJ854061,58.7,10
Balneola vulgaris,287535,13IX/A01/164,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Balneola,,42,,AY576749,54.3,10
Microbacterium natoriense,284570,TNJL143-2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,69.1,,AY566291,56.1,10
Janibacter melonis,262209,CM2104,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,,73,,AY522568,57.3,10
Nocardioides ganghwensis,252230,JC2055,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,72,,AY423718,58.1,10
Prevotella paludivivens,185294,KB7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,39.2,,AB078827,53,10
Paenibacillus terrae,159743,AM141,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,GCA_000235585.1,46.8,6.1,AF391124,55.3,10
Alcanivorax jadensis,64988,T9,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,63.6,,AJ001150,54.5,10
Pedomicrobium ferrugineum,47497,IFAM S\1290,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,,65.7,,X97690,55.6,10
Bacillus lentus,1467,ATCC 10840,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,GCA_900478165.1,36.7,4.4,AB021189,54.8,10
Methyloligella solikamskensis,1177756,SK12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Methyloligella,,60.5,,JQ773444,56.7,10
Methyloligella halotolerans,1177755,C2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,Methyloligella,,60.9,,JQ773443,56.9,10
Methanolobus vulcani,38026,PL-12,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,39,,U20155,53.6,10
Glycomyces luteolus,2670330,NEAU-A15,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,70.9,,MH605374,58.1,10
Nonomuraea rhizosphaerae,2665663,NEAU-mq18,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,68.5,,MG271809,59.9,10
Paracoccus pueri,2665493,THG-N2.35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,62.3,,KX456187,56.3,10
Zhouia spongiae,2202721,HN-Y44,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zhouia,,32.9,,MG437234,50.3,10
Streptomyces triticisoli,2182797,NEAU-DSCPA1-4-4,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.3,,MF993053,61.6,10
Streptomyces aridus,1864853,H9,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,,,LT594571,58.5,10
Seonamhaeicola marinus,1912246,B011,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,,33.9,,KX618642,50,10
Lentzea chajnantorensis,1784724,H45,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,,,,LT009512,58.9,10
Niastella hibisci,1781166,HG-YS3.2.1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,,45.3,,KT962169,52,10
Verrucosispora sonchi,1763543,NEAU-QY3,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Verrucosispora,,71.5,,KT633950,59.7,10
Rhodococcus agglutinans,1644129,CFH S0262,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,71.4,,KP232908,59.3,10
Rhizobium yantingense,1534408,H66 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,60.3,,KC934840,55.2,10
Pseudorhizobium pelagicum,1509405,R1-200B4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudorhizobium,,62.8,,,,10
Streptomyces maoxianensis,1459942,NEAU-Spg16,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,74.5,,KF887908,59.1,10
Sunxiuqinia rutila,1397841,HG677,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,,47.5,,AB851476,51.9,10
Noviherbaspirillum suwonense,1224511,5410S-62,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,,,,JX275858,54.3,10
Paenalcaligenes suwonensis,1202713,ABC02-12,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes,,,,JX217748,53.9,10
Streptomyces zagrosensis,1042984,HM 1154,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,,,JF917242,59,10
Sphingobium boeckii,1082345,469,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,64.6,,JN591315,54.6,10
Sphingobium limneticum,1007511,301,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,63.4,,JN591313,54.7,10
Algoriphagus trabzonensis,993690,MS7,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,41.6,,HQ902253,54,10
Pectinatus brassicae,862415,TY,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,,35.9,,HM212531,52.4,10
Massilia tieshanensis,796007,TS3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,65.9,,HM130516,54.5,10
Rhizobium vignae,690585,CCBAU 05176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,60.8,,GU128881,54.9,10
Vibrio plantisponsor,664643,MSSRF60,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,41.8,,GQ352641,54.3,10
Pseudonocardia kunmingensis,630975,YIM 63158,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,73.3,,FJ817377,59.7,10
Streptomyces sanyensis,568869,219820,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73.2,,FJ261968,58.6,10
Streptomonospora arabica,412417,S186,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora,,,,EF095149,60,10
Rhizobium herbae,508661,CCBAU 83011,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,58.9,,GU565531,54.5,10
Gemmobacter nanjingensis,488454,Y12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,,63.7,,EU289803,55.8,10
Paraburkholderia soli,380675,GP25-8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,,64.9,,DQ465451,55.7,10
Lysobacter niastensis,380629,GH41-7,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,66.6,,DQ462462,55.7,10
Aureimonas altamirensis,370622,S21B,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,,71.8,,DQ372921,55.3,10
Myceligenerans crystallogenes,316335,CD12E2-27,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,,72.2,,AY928181,58.1,10
Kocuria rhizophila,72000,DSM11926,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,GCA_000010285.1,71.2,2.7,Y16263,57.1,10
Brevibacillus centrosporus,54910, ATCC 51661,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,,49.8,,AB112719,55.5,10
Gibbsiella greigii,1510569,FRB 224,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gibbsiella,,56.8,,KF308333,54.1,10
Terasakiella salincola,2053454,KMU-80,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Terasakiella,,48.3,,LC333790,53.8,10
Uliginosibacterium sediminicola,2024550,M1-21,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,,61.9,,KY649438,54.3,10
Silicimonas algicola,1826607,KC90B,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas,GCA_003970735.1,65.3,4.4,KU926270,55.3,10
Flavobacterium arcticum,1784713,SM1502,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_003344925.1,35,3,KU529277,50,10
Litorivivens lipolytica,1524264,HJTF-7,Bacteria,Proteobacteria,Gammaproteobacteria,,,Litorivivens,,55.9,,KM017973,54.6,10
Marinobacter aromaticivorans,1494078,D15-8P,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,56.8,,FJ799007,55.1,10
Marinobacter nanhaiticus,1305740,D15-8W,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,58.7,,FJ799008,55.8,10
Spirosoma aerolatum,1211326,PR1012K,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,GCA_002056795.1,48.3,8,JX089325,55.1,10
Pseudoalteromonas xiamenensis,882626,Y2,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,45.1,,JN188399,52.9,10
Arcicella rigui,797020,NSW-5,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Arcicella,,44.1,,HM357635,49,10
Sulfurimonas autotrophica,202747,OK10,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,GCA_000147355.1,35.2,2.2,AB088431,50.3,10
Novosphingobium arvoryzae,1256514,Jyi-02,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,64.8,,HF548596,54.1,10
Mucilaginibacter carri,1211324,PR0008K,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,47.4,,JX089330,51.1,10
Lysobacter gummosus,262324,UASM 402,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,GCA_001442805.1,66.5,6.1,NR_041005,55.5,10
Roseivivax isoporae,591206,sw-2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,,68.8,,FJ593905,56.8,10
Marinimicrobium koreense,306545,M9,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,,57,,AY839869,56,10
Defluviimonas denitrificans,404881,D9-3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,,65.1,,AM403214,54.5,10
Bacillus vietnamensis,218284,1墩15휑,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,43,,AB099708,54.1,10
Henriciella algicola,1608422,MCS27,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,,55,,KP722025,54.2,10
Woodsholea maritima,240237,CM243,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Woodsholea,,65.2,,AJ578476,54.5,10
Maricaulis virginensis,144022,VC-5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,,65.2,,AJ301667,55.5,10
Brevundimonas staleyi,74326,FWC43,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,66.5,,AJ227798,54.7,10
Brevundimonas halotolerans,69670,MSC24,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,64.6,,M83810,53.9,10
Chryseobacterium hispalense,1453492,AG13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,37.2,,EU336941,50.7,10
Methanoregula boonei,358766,6A8,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,GCA_000017625.1,54.5,2.5,DQ282124,55.8,10
Limimaricola variabilis,1492771,J-MR2-Y,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,,68.1,,KJ569528,56.2,10
Parabacteroides chartae,1037355,NS31-3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,37.2,,JN029805,52.2,10
Salinimicrobium gaetbulicola,999702,BB-My20,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,,45.1,,JF340052,51.2,10
Salinisphaera orenii,856731,MK-B5,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,63.4,,HM137558,54.9,10
Seonamhaeicola algicola,1719036,Gy8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,,35.3,,KR080554,50.6,10
Tenacibaculum ascidiaceicola,1699411,RSS1-6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,32.5,,KT231981,49.2,10
Sphingomicrobium flavum,1229164,CC-AMZ-30N,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium,,65.2,,JX393854,54,10
Litorisediminicola beolgyonensis,1173614,BB-MW24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorisediminicola,,68.9,,JQ807220,55.1,10
Shewanella litorisediminis,1173586,SMK1-12,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,58,,JQ824139,55.1,10
Kangiella sediminilitoris,1144748,Mw22,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,GCA_001708405.1,43.4,2.5,JQ317935,52.9,10
Silanimonas mangrovi,1056510,AK13,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,,55.2,,HE573746,57.1,10
Lactobacillus modestisalitolerans,1457219,NB446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,48,,AB907192,52.1,10
Aliidiomarina haloalkalitolerans,859059,AK5,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina,,,,FN995239,52.7,10
Pseudoxanthomonas putridarboris,752605,WD12,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,69.1,,GU908487,55.3,10
Sphingomonas haloaromaticamans,653954,A175,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,66.1,,X94101,54.8,10
Cecembia lonarensis,645110,LW9,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cecembia,,40.5,,FN393747,54.5,10
Sphingobacterium shayense,626343,HS39,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,40.2,,FJ816788,51.8,10
Oceanobacillus oncorhynchi,545501,R-2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,38.5,,AB188089,54.2,10
Arcobacter marinus,505249,CL-S1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,GCA_003544855.1,27.2,2.9,EU512920,48.1,10
Chitinibacter tainanensis,230667,S1,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinibacter,,56.1,,AY264287,54.6,10
Kosakonia oryzae,497725,Ola 51 ,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,GCA_001658025.1,54,5.3,EF488759,55.6,10
Ramlibacter rhizophilus,1781167,THG-YS3.2.7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,,69.4,,KT962170,55.4,10
Phaeocystidibacter luteus,911197,PG2S01,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Phaeocystidibacter,,44.6,,HQ434766,52.9,10
Myceligenerans halotolerans,552903,XJEEM 11063,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,,71.8,,EU910872,58,10
Rhizobium oryzae,464029,Alt505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,64.1,,EU056823,55.9,10
Alkalibacterium kapii,426704,S8.1.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,,38.9,,AB294171,53.4,10
Rubidimonas crustatorum,930973,AK17-053,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Saprospiraceae,Rubidimonas,,55.3,,AB602438,59.4,10
Tenacibaculum skagerrakense,186571,D30,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,35.2,,AF469612,50,10
Rhodococcus artemisiae,714159,YIM 65754,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,66.2,,GU367155,58,10
Leeia oryzae,356662,HW7,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Leeia,,56,,DQ280369,55.1,10
Halomonas kribbensis,356659,BH843,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,66,,DQ280368,58.6,10
Paenibacillus harenae,306543,B519,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,49.9,,AY839867,54.4,10
Marivivens donghaensis,1699413,AM-4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens,,57.2,,KT282004,55.5,10
